,cities,lat,long,d1,d2,d3,sharp2,heat2,sharp3,heat3,sharp4,heat4,sharp5,heat5,sharp6,heat6,sharp7,heat7,sharp8,heat8,sharp9,heat9,sharp10,heat10
821,焉耆,42.059053,86.574513,-0.253002496,-0.088979671,-0.017002966,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_b,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
822,博乐,44.853832,82.051287,-0.257149334,-0.082094767,-0.003894531,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_b,Cluster 7,Cluster 7_b,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
823,吉木萨尔,44.000491,89.180399,-0.270712899,-0.080494959,-0.028564053,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
824,哈密,42.819329,93.515109,-0.272711354,-0.07912697,-0.024699133,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_b,Cluster 2,Z,Cluster 9,Z,Cluster 2,Z
825,和田,37.112147,79.913312,-0.260411652,-0.082115742,-0.029922832,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Cluster 6_b,Cluster 9,Cluster 9_b,Cluster 2,Cluster 2_b
826,喀什,39.467862,75.993697,-0.265842906,-0.079488436,-0.033776787,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
827,沙湾,44.326699,85.618852,-0.274090899,-0.081754883,-0.024735482,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
828,吐鲁番,42.950896,89.18975,-0.263774393,-0.082933696,-0.018627613,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_b,Cluster 6,Cluster 6_b,Cluster 9,Cluster 9_b,Cluster 2,Cluster 2_b
829,乌鲁木齐,43.825348,87.616851,-0.277889389,-0.092785672,-0.028396185,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_a,Cluster 2,Z,Cluster 1,Z,Cluster 6,Z
830,伊宁市,43.907989,81.277736,-0.26137033,-0.086987773,-0.025928392,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Cluster 5_a,Cluster 2,Cluster 2_a,Cluster 7,Cluster 7_b,Cluster 6,Z,Cluster 9,Z,Cluster 2,Z
831,保山,25.020151,98.490386,-0.220445366,-0.033201018,-0.019460422,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Z,Cluster 6,Z,Cluster 1,Cluster 1_b,Cluster 4,Z,Cluster 5,Z,Cluster 8,Z
832,楚雄,25.032882,101.546268,-0.194745272,-0.022363635,0.002491895,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
833,大理,25.678466,100.301606,-0.187991678,-0.014804947,0.023933886,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
834,建水,23.635488,102.826138,-0.196930306,-0.009345191,0.003743587,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Z,Cluster 5,Z,Cluster 8,Z
835,昆明,25.046187,102.710203,-0.216375864,-0.004863189,0.01205234,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Z,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
836,永胜,26.684299,100.75086,-0.202864962,0.000660769,0.024955268,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
837,临沧,23.884185,100.088868,-0.201041568,-0.035446461,0.004626931,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Z,Cluster 5,Cluster 5_b,Cluster 8,Cluster 8_b
838,富源,25.674508,104.254733,-0.199397155,-0.000924071,0.022937281,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
839,会泽,26.416733,103.297468,-0.204957238,-0.025703389,0.007156236,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Z,Cluster 5,Z,Cluster 8,Z
840,马龙,25.4274,103.577497,-0.218793392,-0.015312826,-0.006728854,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Z,Cluster 5,Z,Cluster 8,Z
841,思茅,22.787105,100.97724,-0.207546137,-0.031348329,-0.009728982,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 5,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_b,Cluster 4,Z,Cluster 5,Z,Cluster 8,Z
842,文山,23.386965,104.233243,-0.20307933,-0.018120582,0.012845592,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
843,华宁,24.19263,102.928771,-0.196508922,-0.01379213,0.002375557,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_b,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
844,盐津,28.108472,104.234449,-0.218274663,-0.004536717,0.036483024,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Cluster 2_b,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
845,昭通,27.826022,103.984566,-0.195116128,-0.010985649,0.021693228,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 2,Z,Cluster 6,Cluster 6_a,Cluster 1,Cluster 1_a,Cluster 4,Cluster 4_a,Cluster 5,Cluster 5_a,Cluster 8,Cluster 8_a
846,淳安,29.609293,119.04191,0.112704967,0.216544099,-0.082066639,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Z,Cluster 7,Z
847,遂安旧_杨旗坦,29.431859,118.546849,0.115422256,0.167605755,-0.033433407,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_b,Cluster 2,Z,Cluster 1,Z,Cluster 2,Z,Cluster 3,Cluster 3_a
848,富阳,30.048778,119.960041,0.091407546,0.270821079,-0.176197319,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
849,建德,29.474974,119.281174,0.106918588,0.262656152,-0.116547778,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Z
850,寿昌旧_城北,29.358978,119.222089,0.140125004,0.229847728,-0.108366603,Cluster 1,Cluster 1_a,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z
851,杭州,30.245777,120.209996,-0.001431916,0.194955211,-0.145621976,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 4,Cluster 4_a,Cluster 1,Cluster 1_a,Cluster 3,Z,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
852,昌化旧_箬建,30.186973,119.230954,0.092971013,0.231669973,-0.16667949,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
853,临安,30.234359,119.724434,0.113455445,0.249359629,-0.161373737,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
854,于潜旧_凌家村,30.18707,119.39297,0.114766631,0.260976869,-0.171305053,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
855,分水旧_印渚,29.932638,119.440008,0.091292329,0.252508307,-0.149815349,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
856,桐庐,29.793124,119.691877,0.115607648,0.286226359,-0.171812724,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
857,新登旧_崔家村,30.047587,119.703597,0.097282466,0.248868865,-0.176406018,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
858,萧山,30.18383,120.264256,0.097572217,0.258099964,-0.177577818,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
859,余杭,30.419537,120.299264,0.06491502,0.216251964,-0.185719866,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
860,安吉,30.638888,119.680132,0.078622771,0.25926772,-0.167484725,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
861,孝丰旧_报福,30.561471,119.506872,0.063098193,0.253934573,-0.150658145,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_a,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
862,长兴,31.027105,119.911211,0.087411364,0.270564159,-0.141605929,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
863,德清,30.543249,119.977265,0.090628664,0.239749351,-0.175912575,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
864,武康旧_塔山,30.534364,119.97345,0.105131462,0.24762586,-0.179619935,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
865,湖州,30.894235,120.086876,0.078365205,0.228523335,-0.171754676,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
866,海宁,30.511004,120.680323,0.102582657,0.256799946,-0.166479042,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
867,海盐,30.526266,120.946278,0.076883893,0.244850151,-0.156084148,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
868,嘉善,30.831148,120.925591,0.090029969,0.271103198,-0.158908576,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
869,平湖,30.67724,121.015136,0.078829569,0.249653958,-0.160323017,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
870,崇德旧_茅桥埭,30.535373,120.440489,0.102539365,0.253188041,-0.162864879,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
871,桐乡,30.630448,120.565553,0.089828199,0.251892897,-0.142907203,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
872,嘉兴,30.746653,120.755636,0.059053277,0.249396561,-0.150290668,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
873,东阳,29.290168,120.241748,0.166919271,0.224190411,-0.15354047,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
874,金华,29.0781148,119.6475745,0.166683166,0.251053177,-0.13459458,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
875,兰溪,29.208917,119.460392,0.139320829,0.248205827,-0.125690298,Cluster 1,Cluster 1_a,Cluster 3,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 3,Cluster 3_a
876,磐安,29.054415,120.450029,0.170732314,0.211739156,-0.145406247,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
877,浦江,29.45251175,119.8920574,0.146101643,0.231353636,-0.126448225,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
878,武义,28.89269,119.816434,0.19750822,0.237363502,-0.15755847,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 1,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
879,宣平旧_西口,28.61985,119.600371,0.199369921,0.233543125,-0.153006589,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
880,汤溪旧_岩下,29.052912,119.39985,0.210988523,0.243748904,-0.133065808,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 1,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
881,义乌,29.306432,120.075017,0.160746197,0.237992053,-0.131523998,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
882,永康,28.888896,120.047408,0.207457538,0.18944478,-0.126445213,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
883,缙云,28.659226,120.091585,0.189622208,0.195890729,-0.138810316,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
884,景宁畲_东弄,27.934504,119.683837,0.270122869,0.030547317,0.003512951,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_b,Cluster 3,Cluster 3_b,Cluster 5,Cluster 5_a,Cluster 3,Cluster 3_a,Cluster 5,Z,Cluster 2,Z,Cluster 4,Cluster 4_a
885,景宁吴_西岸底,27.811703,119.591215,0.220097627,0.19784146,-0.157540971,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
886,丽水,28.467716,119.923301,0.191311365,0.221267885,-0.161627797,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
887,龙泉,28.074881,119.141345,0.209588635,0.169017367,-0.183029625,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 1,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
888,青田,28.139615,120.28965,0.213612031,0.206410235,-0.171359744,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 1,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
889,庆元,27.619175,119.062855,0.231305688,0.131371984,-0.191255415,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Z,Cluster 4,Z,Cluster 3,Z,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
890,松阳,28.448631,119.481382,0.214406667,0.198964937,-0.163429206,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 1,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
891,遂昌,28.592418,119.275906,0.195702718,0.191031165,-0.169139938,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 1,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
892,云和,28.11603,119.573451,0.193715224,0.21772245,-0.158728533,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
893,慈溪,30.170681,121.266543,0.103795072,0.250326876,-0.183508776,Cluster 1,Cluster 1_b,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
894,奉化,29.655382,121.406276,0.091856827,0.250350514,-0.156387844,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
895,宁海,29.288266,121.429726,0.123604106,0.237201872,-0.175843755,Cluster 1,Cluster 1_a,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
896,象山,29.476774,121.86926,0.111820634,0.233512461,-0.170823067,Cluster 1,Cluster 1_a,Cluster 3,Z,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
897,鄞州,29.81765,121.546646,0.105224778,0.255269799,-0.157528785,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
898,余姚,30.03801,121.154575,0.09582392,0.24861485,-0.164226867,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
899,镇海,29.965022,121.59653,0.099667846,0.253350283,-0.162159038,Cluster 1,Cluster 1_b,Cluster 3,Cluster 3_b,Cluster 4,Z,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 3,Cluster 3_a,Cluster 7,Cluster 7_a
900,常山,28.9023,118.511277,0.217650303,0.18054112,-0.16302278,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 1,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
901,江山,28.737945,118.627232,0.239590404,0.152869339,-0.18298867,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_b,Cluster 1,Z,Cluster 4,Z,Cluster 3,Z,Cluster 2,Z,Cluster 1,Cluster 1_a,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
902,开化,29.136996,118.415898,0.209418377,0.177319885,-0.136388033,Cluster 1,Cluster 1_a,Cluster 2,Z,Cluster 3,Z,Cluster 1,Z,Cluster 3,Cluster 3_a,Cluster 2,Cluster 2_a,Cluster 1,Z,Cluster 2,Cluster 2_a,Cluster 3,Cluster 3_a
